Date,Price,30Ravg,AIL Demand
02/23/2016 05,13.5,17.79,8752
02/23/2016 06,14.96,17.79,8984
02/23/2016 07,16.43,17.79,9420
02/23/2016 08,16.47,17.78,9819
02/23/2016 09,15.54,17.78,9849
02/23/2016 10,17.45,17.78,9877
02/23/2016 11,16.84,17.77,9843
02/23/2016 12,15.72,17.77,9830
02/23/2016 13,15.69,17.76,9799
02/23/2016 14,15.59,17.76,9774
02/23/2016 15,15.76,17.76,9745
02/23/2016 16,15.96,17.76,9811
02/23/2016 17,16.69,17.76,9903
02/23/2016 18,16.03,17.75,9936
02/23/2016 19,17.06,17.74,10202
02/23/2016 20,17.7,17.73,10171
02/23/2016 21,18.22,17.73,10113
02/23/2016 22,18.21,17.72,9916
02/23/2016 23,17.61,17.72,9560
02/23/2016 24,16.71,17.72,9190
02/24/2016 01,15.99,17.71,8977
02/24/2016 02,15.42,17.71,8805
02/24/2016 03,15.72,17.71,8730
02/24/2016 04,15.44,17.71,8646
02/24/2016 05,15.81,17.71,8683
02/24/2016 06,16.83,17.71,8894
02/24/2016 07,18.62,17.71,9271
02/24/2016 08,18.4,17.71,9747
02/24/2016 09,18.6,17.71,9851
02/24/2016 10,18.89,17.7,9871
02/24/2016 11,19.04,17.7,9858
02/24/2016 12,19.03,17.7,9810
02/24/2016 13,18.57,17.7,9774
02/24/2016 14,18.49,17.7,9751
02/24/2016 15,18.36,17.7,9639
02/24/2016 16,18.09,17.7,9617
02/24/2016 17,18.04,17.69,9731
02/24/2016 18,17.38,17.69,9820
02/24/2016 19,16.42,17.68,10065
02/24/2016 20,15.5,17.68,10081
02/24/2016 21,14.89,17.67,9945
02/24/2016 22,13.65,17.66,9669
02/24/2016 23,12.56,17.66,9309
02/24/2016 24,11.28,17.65,8979
02/25/2016 01,10.78,17.64,8767
02/25/2016 02,10.78,17.64,8639
02/25/2016 03,10.78,17.63,8600
02/25/2016 04,10.81,17.62,8565
02/25/2016 05,12.11,17.62,8646
02/25/2016 06,12.91,17.61,8879
02/25/2016 07,14.72,17.61,9353
02/25/2016 08,15.53,17.61,9777
02/25/2016 09,15.43,17.6,9828
02/25/2016 10,15.57,17.6,9845
02/25/2016 11,15.91,17.6,9836
02/25/2016 12,16.13,17.6,9839
02/25/2016 13,16.72,17.6,9796
02/25/2016 14,16.98,17.59,9780
02/25/2016 15,16.34,17.59,9681
02/25/2016 16,15.56,17.59,9602
02/25/2016 17,15.45,17.59,9636
02/25/2016 18,15.47,17.58,9703
02/25/2016 19,15.64,17.58,9930
02/25/2016 20,15.55,17.58,10011
02/25/2016 21,15.46,17.57,9912
02/25/2016 22,15.16,17.57,9694
02/25/2016 23,12.39,17.57,9264
02/25/2016 24,12.4,17.57,8905
02/26/2016 01,10.78,17.57,8671
02/26/2016 02,11.12,17.57,8551
02/26/2016 03,10.78,17.57,8475
02/26/2016 04,10.78,17.57,8469
02/26/2016 05,11.04,17.57,8539
02/26/2016 06,13.52,17.58,8710
02/26/2016 07,14.33,17.57,9203
02/26/2016 08,15.38,17.57,9633
02/26/2016 09,15.57,17.57,9724
02/26/2016 10,15.59,17.57,9783
02/26/2016 11,15.57,17.56,9770
02/26/2016 12,15.59,17.56,9711
02/26/2016 13,15.52,17.56,9689
02/26/2016 14,14.37,17.55,9674
02/26/2016 15,12.93,17.55,9653
02/26/2016 16,12.94,17.54,9678
02/26/2016 17,13.13,17.53,9684
02/26/2016 18,13.07,17.52,9632
02/26/2016 19,14.55,17.52,9800
02/26/2016 20,15.14,17.52,9827
02/26/2016 21,15.22,17.51,9698
02/26/2016 22,15.33,17.51,9448
02/26/2016 23,13.07,17.51,9166
02/26/2016 24,12.77,17.52,8872
02/27/2016 01,12.86,17.52,8655
02/27/2016 02,12.93,17.52,8495
02/27/2016 03,12.58,17.52,8421
02/27/2016 04,12.12,17.53,8392
02/27/2016 05,12,17.52,8419
02/27/2016 06,11.88,17.52,8472
02/27/2016 07,12.41,17.52,8640
02/27/2016 08,12.94,17.52,8869
02/27/2016 09,13.11,17.51,9097
02/27/2016 10,15.19,17.51,9365
02/27/2016 11,17,17.5,9477
02/27/2016 12,18.6,17.5,9528
02/27/2016 13,18.16,17.5,9497
02/27/2016 14,17.15,17.49,9497
02/27/2016 15,15.56,17.48,9508
02/27/2016 16,15.63,17.47,9508
02/27/2016 17,15.55,17.47,9515
02/27/2016 18,17.37,17.46,9580
02/27/2016 19,18.55,17.46,9789
02/27/2016 20,21.03,17.46,9788
02/27/2016 21,21.03,17.46,9637
02/27/2016 22,20.19,17.46,9534
02/27/2016 23,18.19,17.46,9299
02/27/2016 24,17.72,17.46,9066
02/28/2016 01,15.12,17.46,8862
02/28/2016 02,13.02,17.46,8739
02/28/2016 03,12.93,17.45,8655
02/28/2016 04,12.29,17.45,8655
02/28/2016 05,12.12,17.44,8644
02/28/2016 06,12.34,17.44,8710
02/28/2016 07,13.92,17.43,8785
02/28/2016 08,15.23,17.42,8883
02/28/2016 09,15.13,17.41,9058
02/28/2016 10,15.45,17.41,9182
02/28/2016 11,15.66,17.4,9351
02/28/2016 12,15.81,17.39,9451
02/28/2016 13,16.02,17.38,9524
02/28/2016 14,16.62,17.38,9511
02/28/2016 15,16.89,17.37,9513
02/28/2016 16,16.89,17.36,9547
02/28/2016 17,17.23,17.36,9724
02/28/2016 18,18.15,17.35,9927
02/28/2016 19,18.02,17.34,10152
02/28/2016 20,16.5,17.34,10168
02/28/2016 21,15.13,17.33,10029
02/28/2016 22,14.93,17.32,9818
02/28/2016 23,13.97,17.31,9503
02/28/2016 24,12.65,17.31,9138
02/29/2016 01,12.69,17.3,8941
02/29/2016 02,14.43,17.3,8891
02/29/2016 03,15.5,17.3,8850
02/29/2016 04,16.55,17.3,8854
02/29/2016 05,17.69,17.3,8919
02/29/2016 06,19.14,17.31,9143
02/29/2016 07,20.9,17.31,9633
02/29/2016 08,22.27,17.32,10099
02/29/2016 09,22.32,17.33,10203
02/29/2016 10,22.32,17.34,10285
02/29/2016 11,22.31,17.34,10376
02/29/2016 12,22.32,17.34,10290
02/29/2016 13,20.59,17.35,10156
02/29/2016 14,19.99,17.35,10115
02/29/2016 15,19.51,17.35,10049
02/29/2016 16,18.61,17.35,10053
02/29/2016 17,18.52,17.35,10109
02/29/2016 18,18.17,17.35,10170
02/29/2016 19,18.42,17.35,10316
02/29/2016 20,18.29,17.34,10379
02/29/2016 21,18.01,17.34,10219
02/29/2016 22,17.08,17.34,9949
02/29/2016 23,16.58,17.34,9604
02/29/2016 24,15.58,17.34,9201
03/01/2016 01,13.71,17.34,8964
03/01/2016 02,13.02,17.33,8839
03/01/2016 03,13.16,17.33,8804
03/01/2016 04,14.22,17.32,8813
03/01/2016 05,14.25,17.32,8895
03/01/2016 06,15.96,17.32,9096
03/01/2016 07,19.47,17.32,9562
03/01/2016 08,20.69,17.32,9950
03/01/2016 09,20.58,17.32,10023
03/01/2016 10,20.86,17.32,10008
03/01/2016 11,20.49,17.32,9965
03/01/2016 12,20.51,17.31,9883
03/01/2016 13,19.09,17.31,9781
03/01/2016 14,18.36,17.3,9748
03/01/2016 15,16.77,17.3,9722
03/01/2016 16,17.64,17.29,9760
03/01/2016 17,18.66,17.28,9830
03/01/2016 18,19.11,17.27,9874
03/01/2016 19,20.19,17.27,10021
03/01/2016 20,20.31,17.26,10058
03/01/2016 21,17.52,17.26,9954
03/01/2016 22,17.52,17.25,9740
03/01/2016 23,18.6,17.24,9382
03/01/2016 24,15.71,17.24,9064
03/02/2016 01,15.56,17.24,8856
03/02/2016 02,14.97,17.24,8741
03/02/2016 03,12.04,17.23,8671
03/02/2016 04,10.78,17.22,8708
03/02/2016 05,10.78,17.21,8751
03/02/2016 06,11.28,17.2,8959
03/02/2016 07,13.52,17.19,9425
03/02/2016 08,12.96,17.17,9774
03/02/2016 09,13.59,17.16,9803
03/02/2016 10,15.19,17.15,9835
03/02/2016 11,15.61,17.14,9840
03/02/2016 12,16.23,17.13,9814
03/02/2016 13,16.12,17.12,9719
03/02/2016 14,15.66,17.11,9697
03/02/2016 15,15.49,17.1,9741
03/02/2016 16,15.45,17.09,9786
03/02/2016 17,15.7,17.08,9894
03/02/2016 18,15.44,17.07,9971
03/02/2016 19,16.37,17.07,10104
03/02/2016 20,16.21,17.06,10135
03/02/2016 21,15.77,17.06,10062
03/02/2016 22,16.18,17.05,9848
03/02/2016 23,13.16,17.05,9432
03/02/2016 24,12.09,17.04,9093
03/03/2016 01,12.1,17.04,8888
03/03/2016 02,10.88,17.03,8806
03/03/2016 03,12.51,17.03,8754
03/03/2016 04,12.8,17.02,8727
03/03/2016 05,12.76,17.02,8760
03/03/2016 06,12.62,17.01,8988
03/03/2016 07,12.75,17,9452
03/03/2016 08,12.75,16.99,9835
03/03/2016 09,12.87,16.98,9871
03/03/2016 10,12.84,16.96,9919
03/03/2016 11,12.93,16.95,9936
03/03/2016 12,12.92,16.94,9936
03/03/2016 13,12.92,16.92,9883
03/03/2016 14,12.93,16.9,9874
03/03/2016 15,12.93,16.88,9923
03/03/2016 16,12.93,16.87,9915
03/03/2016 17,12.93,16.85,9944
03/03/2016 18,12.93,16.83,9948
03/03/2016 19,13.19,16.81,10080
03/03/2016 20,13.46,16.8,10159
03/03/2016 21,14.01,16.78,10084
03/03/2016 22,16.43,16.78,9894
03/03/2016 23,16.92,16.78,9492
03/03/2016 24,15.66,16.78,9148
03/04/2016 01,15.76,16.78,8942
03/04/2016 02,15.24,16.78,8809
03/04/2016 03,14.09,16.78,8701
03/04/2016 04,12.42,16.78,8695
03/04/2016 05,12,16.78,8762
03/04/2016 06,13.43,16.78,8966
03/04/2016 07,14.87,16.78,9416
03/04/2016 08,12.59,16.77,9785
03/04/2016 09,13.38,16.76,9912
03/04/2016 10,14.92,16.76,9924
03/04/2016 11,15.64,16.76,9928
03/04/2016 12,14.08,16.75,9855
03/04/2016 13,12.88,16.74,9811
03/04/2016 14,12.71,16.74,9775
03/04/2016 15,12.65,16.73,9868
03/04/2016 16,12.65,16.73,9843
03/04/2016 17,12.55,16.72,9825
03/04/2016 18,12.55,16.71,9810
03/04/2016 19,13.39,16.71,9896
03/04/2016 20,13.19,16.7,9889
03/04/2016 21,12.91,16.7,9792
03/04/2016 22,12.91,16.69,9629
03/04/2016 23,11.44,16.69,9333
03/04/2016 24,10.85,16.68,9029
03/05/2016 01,10.78,16.68,8799
03/05/2016 02,10.78,16.67,8680
03/05/2016 03,10.78,16.67,8642
03/05/2016 04,11.97,16.67,8619
03/05/2016 05,12.02,16.67,8571
03/05/2016 06,12.33,16.66,8641
03/05/2016 07,14.62,16.66,8819
03/05/2016 08,12.45,16.66,8888
03/05/2016 09,14.33,16.65,9139
03/05/2016 10,14.72,16.65,9326
03/05/2016 11,15.07,16.65,9395
03/05/2016 12,13.35,16.64,9364
03/05/2016 13,11.89,16.63,9338
03/05/2016 14,10.97,16.62,9345
03/05/2016 15,10.78,16.62,9277
03/05/2016 16,10.76,16.61,9221
03/05/2016 17,10.8,16.6,9292
03/05/2016 18,11.61,16.59,9430
03/05/2016 19,11.96,16.58,9600
03/05/2016 20,12.74,16.57,9682
03/05/2016 21,12.31,16.56,9544
03/05/2016 22,12.3,16.55,9409
03/05/2016 23,10.78,16.55,9178
03/05/2016 24,13.48,16.54,8871
03/06/2016 01,12.23,16.55,8688
03/06/2016 02,12.93,16.55,8565
03/06/2016 03,15.02,16.55,8457
03/06/2016 04,15.08,16.56,8430
03/06/2016 05,15.08,16.56,8448
03/06/2016 06,15.04,16.56,8500
03/06/2016 07,12.58,16.55,8607
03/06/2016 08,11.91,16.55,8702
03/06/2016 09,12.7,16.54,8920
03/06/2016 10,14.03,16.53,9173
03/06/2016 11,15.13,16.52,9303
03/06/2016 12,15.06,16.52,9382
03/06/2016 13,15.69,16.51,9404
03/06/2016 14,17.29,16.51,9423
03/06/2016 15,14.99,16.51,9429
03/06/2016 16,12.64,16.5,9507
03/06/2016 17,12.55,16.49,9676
03/06/2016 18,12.85,16.48,9850
03/06/2016 19,12.73,16.48,9929
03/06/2016 20,12.92,16.47,9906
03/06/2016 21,12.92,16.47,9785
03/06/2016 22,13.76,16.46,9549
03/06/2016 23,11.93,16.46,9193
03/06/2016 24,11.57,16.45,8844
03/07/2016 01,10.8,16.44,8664
03/07/2016 02,10.78,16.44,8583
03/07/2016 03,10.63,16.44,8529
03/07/2016 04,10.75,16.43,8540
03/07/2016 05,10.78,16.42,8583
03/07/2016 06,12.24,16.43,8861
03/07/2016 07,16.66,16.43,9330
03/07/2016 08,17.47,16.44,9677
03/07/2016 09,19.31,16.44,9804
03/07/2016 10,18.87,16.45,9909
03/07/2016 11,15.78,16.45,9980
03/07/2016 12,16.15,16.45,9993
03/07/2016 13,16.03,16.45,9981
03/07/2016 14,16.76,16.45,9971
03/07/2016 15,15.67,16.45,9910
03/07/2016 16,15.67,16.46,9854
03/07/2016 17,15.65,16.46,9850
03/07/2016 18,15.67,16.46,9923
03/07/2016 19,15.67,16.45,10022
03/07/2016 20,15.54,16.45,10087
03/07/2016 21,15.42,16.45,10009
03/07/2016 22,15.44,16.45,9727
03/07/2016 23,14.66,16.45,9360
03/07/2016 24,12.82,16.45,8994
03/08/2016 01,12.52,16.44,8761
03/08/2016 02,11.98,16.44,8644
03/08/2016 03,11.83,16.43,8609
03/08/2016 04,12.1,16.43,8651
03/08/2016 05,12.17,16.42,8697
03/08/2016 06,12.93,16.42,8927
03/08/2016 07,15.19,16.42,9461
03/08/2016 08,15.03,16.43,9817
03/08/2016 09,15.22,16.43,9901
03/08/2016 10,14.95,16.43,9984
03/08/2016 11,15.25,16.43,9983
03/08/2016 12,15.25,16.42,9967
03/08/2016 13,15.25,16.41,9898
03/08/2016 14,15.25,16.4,9869
03/08/2016 15,15.25,16.4,9839
03/08/2016 16,15.05,16.39,9772
03/08/2016 17,15.34,16.39,9815
03/08/2016 18,15.37,16.38,9891
03/08/2016 19,15.69,16.37,9949
03/08/2016 20,15.32,16.36,10071
03/08/2016 21,15.33,16.36,9981
03/08/2016 22,15.31,16.35,9723
03/08/2016 23,14.25,16.35,9358
03/08/2016 24,12,16.35,8967
03/09/2016 01,12.79,16.34,8780
03/09/2016 02,12.44,16.34,8620
03/09/2016 03,11.93,16.33,8587
03/09/2016 04,13.1,16.33,8622
03/09/2016 05,13.36,16.33,8697
03/09/2016 06,13.65,16.33,8890
03/09/2016 07,14.6,16.32,9363
03/09/2016 08,15.25,16.32,9687
03/09/2016 09,15.25,16.32,9755
03/09/2016 10,15.25,16.32,9703
03/09/2016 11,15.25,16.32,9664
03/09/2016 12,15.33,16.32,9658
03/09/2016 13,15.37,16.32,9610
03/09/2016 14,15.27,16.32,9600
03/09/2016 15,15.25,16.31,9547
03/09/2016 16,15.25,16.31,9502
03/09/2016 17,13.3,16.3,9482
03/09/2016 18,12.93,16.29,9531
03/09/2016 19,14.25,16.28,9621
03/09/2016 20,15.3,16.28,9842
03/09/2016 21,15.25,16.28,9759
03/09/2016 22,15.24,16.27,9545
03/09/2016 23,15.14,16.27,9179
03/09/2016 24,14.11,16.27,8899
03/10/2016 01,14.83,16.27,8672
03/10/2016 02,12.52,16.27,8538
03/10/2016 03,12.1,16.27,8459
03/10/2016 04,11.44,16.27,8454
03/10/2016 05,11.81,16.26,8543
03/10/2016 06,11.57,16.26,8755
03/10/2016 07,14.11,16.25,9229
03/10/2016 08,12.61,16.24,9587
03/10/2016 09,12.63,16.23,9698
03/10/2016 10,12.9,16.22,9735
03/10/2016 11,13.35,16.21,9761
03/10/2016 12,12.92,16.2,9720
03/10/2016 13,12.38,16.18,9668
03/10/2016 14,12.22,16.17,9688
03/10/2016 15,12.77,16.16,9669
03/10/2016 16,12.53,16.15,9632
03/10/2016 17,12.79,16.14,9677
03/10/2016 18,12.43,16.13,9704
03/10/2016 19,12.48,16.12,9781
03/10/2016 20,13.29,16.11,9946
03/10/2016 21,12.75,16.1,9857
03/10/2016 22,13.1,16.1,9619
03/10/2016 23,12.2,16.1,9249
03/10/2016 24,11.5,16.09,8926
03/11/2016 01,10.78,16.09,8697
03/11/2016 02,10.41,16.09,8601
03/11/2016 03,9.96,16.08,8518
03/11/2016 04,10.13,16.08,8484
03/11/2016 05,10.41,16.07,8517
03/11/2016 06,10.69,16.06,8732
03/11/2016 07,11.52,16.05,9176
03/11/2016 08,12.66,16.03,9434
03/11/2016 09,13.47,16.01,9579
03/11/2016 10,15.25,16,9639
03/11/2016 11,15.25,15.99,9664
03/11/2016 12,15.39,15.98,9641
03/11/2016 13,16.13,15.97,9643
03/11/2016 14,17.96,15.95,9648
03/11/2016 15,18.03,15.93,9543
03/11/2016 16,15.98,15.91,9443
03/11/2016 17,15.46,15.89,9454
03/11/2016 18,15.37,15.87,9454
03/11/2016 19,15.38,15.84,9450
03/11/2016 20,15.35,15.82,9600
03/11/2016 21,15.25,15.79,9516
03/11/2016 22,14.08,15.78,9304
03/11/2016 23,12.78,15.77,8985
03/11/2016 24,12.59,15.76,8650
03/12/2016 01,12.92,15.75,8460
03/12/2016 02,12.92,15.74,8381
03/12/2016 03,12.86,15.74,8335
03/12/2016 04,12.93,15.73,8336
03/12/2016 05,12.93,15.73,8362
03/12/2016 06,13.29,15.73,8473
03/12/2016 07,14.32,15.72,8624
03/12/2016 08,12.91,15.71,8729
03/12/2016 09,14.19,15.69,8950
03/12/2016 10,15.33,15.68,9162
03/12/2016 11,15.34,15.67,9222
03/12/2016 12,15.24,15.66,9221
03/12/2016 13,13.22,15.65,9188
03/12/2016 14,12.84,15.63,9108
03/12/2016 15,12.76,15.62,9060
03/12/2016 16,12.83,15.61,9036
03/12/2016 17,12.84,15.59,9132
03/12/2016 18,12.8,15.58,9227
03/12/2016 19,13.33,15.57,9359
03/12/2016 20,14.85,15.56,9474
03/12/2016 21,13.46,15.55,9432
03/12/2016 22,14.27,15.54,9299
03/12/2016 23,12.17,15.52,9061
03/12/2016 24,12.57,15.51,8796
03/13/2016 01,11.55,15.5,8588
03/13/2016 03,11.05,15.49,8467
03/13/2016 04,10.78,15.48,8389
03/13/2016 05,10.78,15.47,8405
03/13/2016 06,10.52,15.46,8453
03/13/2016 07,10.77,15.45,8529
03/13/2016 08,10.78,15.43,8695
03/13/2016 09,11.34,15.42,8784
03/13/2016 10,12.03,15.4,8947
03/13/2016 11,12.01,15.39,9110
03/13/2016 12,12.04,15.38,9204
03/13/2016 13,12.73,15.36,9267
03/13/2016 14,12.55,15.35,9212
03/13/2016 15,12.67,15.33,9179
03/13/2016 16,12.78,15.32,9189
03/13/2016 17,12.9,15.31,9254
03/13/2016 18,14.34,15.31,9313
03/13/2016 19,15.34,15.3,9353
03/13/2016 20,15.42,15.29,9487
03/13/2016 21,18.68,15.29,9738
03/13/2016 22,18.61,15.29,9564
03/13/2016 23,15.26,15.28,9193
03/13/2016 24,14.48,15.28,8862
03/14/2016 01,13.52,15.28,8619
03/14/2016 02,12.63,15.27,8484
03/14/2016 03,12.45,15.27,8422
03/14/2016 04,12.11,15.27,8416
03/14/2016 05,12.25,15.26,8448
03/14/2016 06,11.98,15.26,8650
03/14/2016 07,12.64,15.26,9111
03/14/2016 08,14.59,15.26,9656
03/14/2016 09,15.01,15.26,9737
03/14/2016 10,14.95,15.26,9837
03/14/2016 11,15.18,15.25,9885
03/14/2016 12,14.96,15.24,9930
03/14/2016 13,12.98,15.23,9902
03/14/2016 14,14.56,15.23,9907
03/14/2016 15,14.4,15.22,9863
03/14/2016 16,14.41,15.22,9847
03/14/2016 17,15.24,15.21,9896
03/14/2016 18,15.32,15.2,9924
03/14/2016 19,15.25,15.2,9770
03/14/2016 20,15.28,15.19,9831
03/14/2016 21,15.37,15.19,9943
03/14/2016 22,15.37,15.18,9742
03/14/2016 23,15.21,15.17,9374
03/14/2016 24,13.75,15.17,8990
03/15/2016 01,13,15.17,8743
03/15/2016 02,12.64,15.17,8623
03/15/2016 03,12.03,15.17,8491
03/15/2016 04,11.44,15.17,8485
03/15/2016 05,10.91,15.17,8530
03/15/2016 06,10.8,15.17,8744
03/15/2016 07,12.69,15.17,9186
03/15/2016 08,15.17,15.18,9712
03/15/2016 09,15.26,15.18,9737
03/15/2016 10,15.25,15.19,9765
03/15/2016 11,15.37,15.19,9747
03/15/2016 12,15.38,15.19,9752
03/15/2016 13,15.42,15.19,9751
03/15/2016 14,15.38,15.19,9753
03/15/2016 15,15.28,15.19,9703
03/15/2016 16,15.25,15.2,9736
03/15/2016 17,15.37,15.2,9770
03/15/2016 18,15.29,15.2,9735
03/15/2016 19,14.11,15.19,9551
03/15/2016 20,14.19,15.19,9592
03/15/2016 21,15.31,15.18,9802
03/15/2016 22,15.42,15.18,9668
03/15/2016 23,15.26,15.18,9313
03/15/2016 24,13.43,15.18,8972
03/16/2016 01,12.92,15.17,8760
03/16/2016 02,12.88,15.17,8694
03/16/2016 03,12.81,15.17,8622
03/16/2016 04,12.64,15.17,8624
03/16/2016 05,12.71,15.17,8650
03/16/2016 06,13.03,15.18,8802
03/16/2016 07,15.15,15.18,9292
03/16/2016 08,15.41,15.19,9824
03/16/2016 09,15.46,15.19,9848
03/16/2016 10,15.46,15.2,9893
03/16/2016 11,16.6,15.19,9890
03/16/2016 12,15.46,15.19,9753
03/16/2016 13,15.46,15.18,9764
03/16/2016 14,15.46,15.17,9748
03/16/2016 15,15.39,15.17,9654
03/16/2016 16,15.43,15.16,9644
03/16/2016 17,15.47,15.16,9693
03/16/2016 18,15.47,15.16,9691
03/16/2016 19,15.52,15.15,9593
03/16/2016 20,17.53,15.15,9670
03/16/2016 21,20.73,15.15,9829
03/16/2016 22,22.21,15.15,9664
03/16/2016 23,18.7,15.15,9333
03/16/2016 24,15.42,15.14,8965
03/17/2016 01,15.25,15.14,8734
03/17/2016 02,15.29,15.14,8628
03/17/2016 03,15.17,15.14,8599
03/17/2016 04,15.25,15.14,8577
03/17/2016 05,15.25,15.14,8639
03/17/2016 06,15.37,15.14,8757
03/17/2016 07,20.33,15.16,9208
03/17/2016 08,21.38,15.17,9765
03/17/2016 09,21.84,15.17,9812
03/17/2016 10,21.94,15.18,9849
03/17/2016 11,19.2,15.18,9860
03/17/2016 12,21.28,15.18,9897
03/17/2016 13,22.32,15.18,9839
03/17/2016 14,22.32,15.18,9866
03/17/2016 15,21.04,15.18,9847
03/17/2016 16,18.8,15.18,9838
03/17/2016 17,15.49,15.18,9885
03/17/2016 18,15.44,15.17,9836
03/17/2016 19,15.46,15.16,9662
03/17/2016 20,17.45,15.16,9693
03/17/2016 21,20.23,15.16,9848
03/17/2016 22,21.42,15.16,9673
03/17/2016 23,18.06,15.16,9321
03/17/2016 24,16.53,15.17,9014
03/18/2016 01,15.46,15.17,8797
03/18/2016 02,15.38,15.17,8656
03/18/2016 03,15.37,15.18,8567
03/18/2016 04,15.37,15.18,8509
03/18/2016 05,15.37,15.17,8516
03/18/2016 06,15.43,15.17,8738
03/18/2016 07,21.4,15.17,9228
03/18/2016 08,21.95,15.17,9680
03/18/2016 09,21.72,15.17,9752
03/18/2016 10,22.32,15.17,9795
03/18/2016 11,22.32,15.17,9801
03/18/2016 12,22.32,15.17,9756
03/18/2016 13,20.65,15.17,9640
03/18/2016 14,19.97,15.17,9596
03/18/2016 15,19.68,15.17,9545
03/18/2016 16,19.68,15.17,9464
03/18/2016 17,19.68,15.17,9410
03/18/2016 18,19.68,15.17,9329
03/18/2016 19,15.76,15.17,9164
03/18/2016 20,15.48,15.16,9255
03/18/2016 21,17.02,15.16,9563
03/18/2016 22,15.47,15.16,9482
03/18/2016 23,15.35,15.15,9179
03/18/2016 24,15.31,15.15,8913
03/19/2016 01,15.2,15.15,8765
03/19/2016 02,14.29,15.14,8610
03/19/2016 03,15.18,15.14,8537
03/19/2016 04,13.67,15.14,8548
03/19/2016 05,15.23,15.14,8597
03/19/2016 06,15.25,15.14,8697
03/19/2016 07,15.25,15.14,8838
03/19/2016 08,15.15,15.13,9021
03/19/2016 09,15.25,15.12,9099
03/19/2016 10,15.36,15.11,9250
03/19/2016 11,15.3,15.11,9274
03/19/2016 12,15.25,15.1,9241
03/19/2016 13,15.24,15.09,9223
03/19/2016 14,15.23,15.08,9150
03/19/2016 15,15.2,15.07,9073
03/19/2016 16,15.2,15.07,9036
03/19/2016 17,15.2,15.06,9094
03/19/2016 18,15.21,15.06,9149
03/19/2016 19,15.23,15.05,9134
03/19/2016 20,14.73,15.05,9173
03/19/2016 21,15.23,15.05,9400
03/19/2016 22,15.24,15.04,9332
03/19/2016 23,14.44,15.04,9137
03/19/2016 24,13.51,15.04,8842
03/20/2016 01,13.31,15.04,8605
03/20/2016 02,14.96,15.05,8434
03/20/2016 03,13.53,15.05,8290
03/20/2016 04,13.19,15.05,8240
03/20/2016 05,14.75,15.06,8276
03/20/2016 06,15.28,15.06,8368
03/20/2016 07,15.35,15.07,8531
03/20/2016 08,15.34,15.07,8661
03/20/2016 09,16.24,15.07,8774
03/20/2016 10,15.38,15.07,8937
03/20/2016 11,15.43,15.06,9022
03/20/2016 12,15.42,15.06,9068
03/20/2016 13,16.64,15.06,9074
03/20/2016 14,16.43,15.06,9047
03/20/2016 15,15.37,15.05,9009
03/20/2016 16,15.32,15.05,9003
03/20/2016 17,15.25,15.04,9091
03/20/2016 18,15.36,15.04,9176
03/20/2016 19,15.29,15.03,9165
03/20/2016 20,15.58,15.03,9302
03/20/2016 21,17.68,15.03,9551
03/20/2016 22,16.7,15.03,9402
03/20/2016 23,15.52,15.02,9050
03/20/2016 24,15.73,15.02,8732
03/21/2016 01,15.41,15.02,8532
03/21/2016 02,15.28,15.02,8375
03/21/2016 03,15.36,15.02,8352
03/21/2016 04,15.26,15.02,8363
03/21/2016 05,15.25,15.03,8419
03/21/2016 06,15.28,15.03,8644
03/21/2016 07,15.23,15.04,9089
03/21/2016 08,15.34,15.04,9583
03/21/2016 09,15.36,15.04,9674
03/21/2016 10,15.43,15.04,9683
03/21/2016 11,15.38,15.04,9694
03/21/2016 12,15.34,15.03,9718
03/21/2016 13,15.25,15.03,9708
03/21/2016 14,15.25,15.02,9722
03/21/2016 15,15.25,15.02,9672
03/21/2016 16,15.23,15.01,9650
03/21/2016 17,15.23,15,9675
03/21/2016 18,15.2,15,9710
03/21/2016 19,15.93,15,9611
03/21/2016 20,18.31,15,9648
03/21/2016 21,21.98,15,9813
03/21/2016 22,22.27,15.01,9563
03/21/2016 23,17.97,15.01,9201
03/21/2016 24,15.36,15.01,8853
03/22/2016 01,15.25,15.01,8640
03/22/2016 02,15.25,15.01,8543
03/22/2016 03,15.25,15.01,8492
03/22/2016 04,15.26,15.01,8493
03/22/2016 05,15.26,15.02,8571
03/22/2016 06,15.38,15.02,8760
03/22/2016 07,18.21,15.02,9238
03/22/2016 08,29.73,15.04,9633
03/22/2016 09,22.05,15.05,9671
03/22/2016 10,22.25,15.06,9743
03/22/2016 11,19.35,15.07,9733
03/22/2016 12,18.18,15.07,9666
03/22/2016 13,17.31,15.07,9617
03/22/2016 14,16.77,15.07,9617
03/22/2016 15,16.06,15.07,9578
03/22/2016 16,15.43,15.07,9514
03/22/2016 17,15.41,15.06,9534
03/22/2016 18,15.41,15.06,9532
03/22/2016 19,15.32,15.06,9419
03/22/2016 20,15.37,15.05,9451
03/22/2016 21,15.41,15.05,9701
03/22/2016 22,15.74,15.04,9530
03/22/2016 23,15.04,15.04,9157
03/22/2016 24,15.24,15.04,8839
03/23/2016 01,15.25,15.04,8646
03/23/2016 02,15.23,15.04,8539
03/23/2016 03,15.25,15.05,8487
03/23/2016 04,14.96,15.05,8458
03/23/2016 05,14.07,15.06,8516
03/23/2016 06,14.94,15.06,8722
03/23/2016 07,15.32,15.07,9192
03/23/2016 08,15.32,15.07,9628
03/23/2016 09,16.32,15.07,9683
